user_id,n_recs,n_shared_genre,shortcut_fraction,holdout_recall@10,holdout_long_tail_recall@10
69145,10,10,1.0,0.0,0.0
69327,10,10,1.0,0.0,
69372,10,10,1.0,0.0,
69379,10,10,1.0,0.0,
69421,10,10,1.0,0.0,
69495,10,10,1.0,0.0,
69559,10,10,1.0,0.0,
69580,10,10,1.0,0.0,
69649,10,10,1.0,0.0,
69650,10,10,1.0,0.0,
69769,10,10,1.0,0.0,
69917,10,10,1.0,0.0,
69919,10,10,1.0,0.0,0.0
69979,10,10,1.0,0.0,
70184,10,10,1.0,0.0,
70345,10,10,1.0,0.0,0.0
70458,10,10,1.0,0.0,
70468,10,10,1.0,0.0,
70498,10,10,1.0,0.0,
70532,10,10,1.0,0.0,
70701,10,10,1.0,0.0,
70718,10,10,1.0,0.0,0.0
70846,10,10,1.0,0.0,0.0
70898,10,10,1.0,0.0,
70945,10,10,1.0,0.0,
71058,10,10,1.0,0.0,
71304,10,10,1.0,0.0,
71372,10,10,1.0,0.0,
71463,10,10,1.0,0.0,0.0
71492,10,10,1.0,0.0,0.0
71605,10,10,1.0,0.0,
71616,10,10,1.0,0.0,
71656,10,10,1.0,0.0,
71664,10,10,1.0,0.0,
71691,10,10,1.0,0.0,
71743,10,10,1.0,0.0,
71968,10,10,1.0,0.0,0.0
72027,10,10,1.0,0.0,0.0
72029,10,10,1.0,0.0,
72041,10,10,1.0,0.0,
72193,10,10,1.0,0.0,
72318,10,10,1.0,0.0,0.0
72390,10,10,1.0,0.0,
72416,10,10,1.0,0.0,
72469,10,10,1.0,0.0,
72620,10,10,1.0,0.0,
72628,10,10,1.0,0.0,
72636,10,10,1.0,0.0,
72679,10,10,1.0,0.0,0.0
72699,10,10,1.0,0.0,
72710,10,10,1.0,0.0,
72772,10,10,1.0,0.0,
72795,10,10,1.0,0.0,
72860,10,10,1.0,0.0,0.0
72904,10,10,1.0,0.0,
72950,10,10,1.0,0.0,
73122,10,10,1.0,0.0,0.0
73313,10,10,1.0,0.0,
73417,10,10,1.0,0.0,
73671,10,10,1.0,0.0,0.0
73740,10,10,1.0,0.0,0.0
73847,10,10,1.0,0.0,
73994,10,10,1.0,0.0,
74068,10,10,1.0,0.0,
74070,10,10,1.0,0.0,
74119,10,10,1.0,0.0,
74242,10,10,1.0,0.0,
74559,10,10,1.0,0.0,0.0
74604,10,10,1.0,0.0,
74619,10,10,1.0,0.0,
74623,10,10,1.0,0.0,0.0
74667,10,10,1.0,0.0,
74768,10,10,1.0,0.0,
74771,10,10,1.0,0.0,
74780,10,10,1.0,0.0,0.0
74786,10,10,1.0,0.0,
74822,10,10,1.0,0.0,
74874,10,10,1.0,0.0,0.0
74886,10,10,1.0,0.0,0.0
75062,10,10,1.0,0.0,0.0
75119,10,10,1.0,0.0,
75127,10,10,1.0,0.0,0.0
75143,10,10,1.0,0.0,
75192,10,10,1.0,0.0,
75366,10,10,1.0,0.0,
75450,10,10,1.0,0.0,
75548,10,10,1.0,0.0,
75576,10,10,1.0,0.0,
75606,10,10,1.0,0.0,
75698,10,10,1.0,0.0,0.0
75834,10,10,1.0,0.0,
75882,10,10,1.0,0.0,
75919,10,10,1.0,0.0,
75961,10,10,1.0,0.0,
76005,10,10,1.0,0.0,
76064,10,10,1.0,0.0,0.0
76344,10,10,1.0,0.0,
76393,10,10,1.0,0.0,
76409,10,10,1.0,0.0,
76424,10,10,1.0,0.0,
76449,10,10,1.0,0.0,0.0
76470,10,10,1.0,0.0,0.0
76482,10,10,1.0,0.0,0.0
76519,10,10,1.0,0.0,
76633,10,10,1.0,0.0,
76820,10,10,1.0,0.0,
76885,10,10,1.0,0.0,
76978,10,10,1.0,0.0,
77023,10,10,1.0,0.0,
77083,10,10,1.0,0.0,
77198,10,10,1.0,0.0,0.0
77212,10,10,1.0,0.0,
77275,10,10,1.0,0.0,
77293,10,10,1.0,0.0,
77342,10,10,1.0,0.0,
77372,10,10,1.0,0.0,
77405,10,10,1.0,0.0,0.0
77550,10,10,1.0,0.0,
77670,10,10,1.0,0.0,
77743,10,10,1.0,0.0,0.0
77791,10,10,1.0,0.0,
77825,10,10,1.0,0.0,
77838,10,10,1.0,0.0,0.0
77889,10,10,1.0,0.0,
78074,10,10,1.0,0.0,
78148,10,10,1.0,0.0,0.0
78173,10,10,1.0,0.0,
78316,10,10,1.0,0.0,
78428,10,10,1.0,0.0,
78457,10,10,1.0,0.0,0.0
78583,10,10,1.0,0.0,
78748,10,10,1.0,0.0,
79177,10,10,1.0,0.0,
79262,10,10,1.0,0.0,
79370,10,10,1.0,0.0,0.0
79495,10,10,1.0,0.0,
79537,10,10,1.0,0.0,
79651,10,10,1.0,0.0,0.0
79679,10,10,1.0,0.0,
79724,10,10,1.0,0.0,
79740,10,10,1.0,0.0,0.0
79860,10,10,1.0,0.0,
79895,10,10,1.0,0.0,
79896,10,10,1.0,0.0,0.0
79956,10,10,1.0,0.0,
80071,10,10,1.0,0.0,0.0
80217,10,10,1.0,0.0,
80288,10,10,1.0,0.0,
80331,10,10,1.0,0.0,0.0
80381,10,10,1.0,0.0,
80387,10,10,1.0,0.0,
80391,10,10,1.0,0.0,
80514,10,10,1.0,0.0,
80560,10,10,1.0,0.034482758620689655,
80656,10,10,1.0,0.0,
80757,10,10,1.0,0.0,
80768,10,10,1.0,0.0,
80905,10,10,1.0,0.0,
80911,10,10,1.0,0.0,0.0
81060,10,10,1.0,0.0,
81208,10,10,1.0,0.0,
81253,10,10,1.0,0.0,
81337,10,10,1.0,0.0,0.0
81351,10,10,1.0,0.07142857142857142,
81510,10,10,1.0,0.0,
81530,10,10,1.0,0.0,0.0
81735,10,10,1.0,0.0,
81891,10,10,1.0,0.0,
82007,10,10,1.0,0.0,0.0
82024,10,10,1.0,0.0,
82148,10,10,1.0,0.0,
82361,10,10,1.0,0.0,0.0
82381,10,10,1.0,0.0,
82579,10,10,1.0,0.0,
82655,10,10,1.0,0.0,0.0
82741,10,10,1.0,0.0,
83064,10,10,1.0,0.0,
83161,10,10,1.0,0.0,
83169,10,10,1.0,0.0,0.0
83249,10,10,1.0,0.0,0.0
83259,10,10,1.0,0.0,
83439,10,10,1.0,0.0,
83534,10,10,1.0,0.0,
83537,10,10,1.0,0.0,
83549,10,10,1.0,0.0,
83561,10,10,1.0,0.0,
83627,10,10,1.0,0.0,0.0
83720,10,10,1.0,0.0,
83802,10,10,1.0,0.0,
83824,10,10,1.0,0.0,0.0
84092,10,10,1.0,0.0,
84133,10,10,1.0,0.0,
84598,10,10,1.0,0.0,
84673,10,10,1.0,0.0,0.0
84810,10,10,1.0,0.0,
84991,10,10,1.0,0.0,0.0
85142,10,10,1.0,0.0,
85211,10,10,1.0,0.0,
85297,10,10,1.0,0.0,
85382,10,10,1.0,0.0,
85537,10,10,1.0,0.0,0.0
85769,10,10,1.0,0.0,
85842,10,10,1.0,0.0,
85971,10,10,1.0,0.0,
86006,10,10,1.0,0.0,
86309,10,10,1.0,0.0,
86522,10,10,1.0,0.0,
86819,10,10,1.0,0.0,
87023,10,10,1.0,0.0,0.0
87049,10,10,1.0,0.0,
87241,10,10,1.0,0.0,0.0
87331,10,10,1.0,0.0,0.0
87348,10,10,1.0,0.0,
87382,10,10,1.0,0.0,
87383,10,10,1.0,0.0,
87389,10,10,1.0,0.0,0.0
87642,10,10,1.0,0.0,0.0
87647,10,10,1.0,0.0,0.0
87801,10,10,1.0,0.0,
87877,10,10,1.0,0.0,
87880,10,10,1.0,0.0,
88163,10,10,1.0,0.0,
88224,10,10,1.0,0.0,
88227,10,10,1.0,0.0,
88236,10,10,1.0,0.0,
88283,10,10,1.0,0.0,
88346,10,10,1.0,0.0,
88448,10,9,0.9,0.0,
88461,10,10,1.0,0.0,0.0
88544,10,10,1.0,0.0,
88553,10,10,1.0,0.0,
88587,10,10,1.0,0.0,
88606,10,10,1.0,0.0,0.0
88666,10,10,1.0,0.0,
88704,10,10,1.0,0.0,
88712,10,10,1.0,0.0,
88724,10,10,1.0,0.0,
88728,10,10,1.0,0.0,
88730,10,10,1.0,0.0,
88824,10,10,1.0,0.0,
88849,10,10,1.0,0.0,
88857,10,10,1.0,0.0,
88922,10,10,1.0,0.0,0.0
88991,10,10,1.0,0.0,
89181,10,10,1.0,0.0,
89244,10,10,1.0,0.0,0.0
89248,10,10,1.0,0.0,
89351,10,10,1.0,0.0,0.0
89384,10,10,1.0,0.0,0.0
89556,10,10,1.0,0.0,0.0
89571,10,10,1.0,0.0,
89632,10,10,1.0,0.0,0.0
89702,10,10,1.0,0.0,0.0
89740,10,10,1.0,0.0,
89823,10,10,1.0,0.0,0.0
89907,10,10,1.0,0.0,
90112,10,10,1.0,0.0,
90125,10,10,1.0,0.0,0.0
90336,10,10,1.0,0.0,
90436,10,10,1.0,0.0,
90483,10,10,1.0,0.0,
90522,10,10,1.0,0.0,
90533,10,10,1.0,0.0,
90605,10,10,1.0,0.0,0.0
90677,10,10,1.0,0.0,
90745,10,10,1.0,0.0,0.0
90781,10,10,1.0,0.0,0.0
90793,10,10,1.0,0.0,
90803,10,10,1.0,0.0,
90835,10,10,1.0,0.0,
90880,10,10,1.0,0.0,
90989,10,10,1.0,0.0,
91011,10,10,1.0,0.0,
91029,10,10,1.0,0.0,
91100,10,10,1.0,0.0,
91179,10,10,1.0,0.0,
91211,10,10,1.0,0.0,
91301,10,10,1.0,0.0,
91405,10,10,1.0,0.0,
91408,10,10,1.0,0.0,
91612,10,10,1.0,0.0,0.0
91676,10,10,1.0,0.0,
91691,10,9,0.9,0.0,
91798,10,10,1.0,0.0,
91941,10,10,1.0,0.0,0.0
92101,10,10,1.0,0.0,0.0
92272,10,10,1.0,0.0,
92328,10,10,1.0,0.0,
92350,10,10,1.0,0.0,0.0
92358,10,10,1.0,0.0,0.0
92585,10,10,1.0,0.0,
92608,10,10,1.0,0.0,
92758,10,10,1.0,0.0,
92826,10,10,1.0,0.0,0.0
92963,10,10,1.0,0.0,
93077,10,10,1.0,0.0,
93288,10,10,1.0,0.0,
93317,10,10,1.0,0.0,
93532,10,10,1.0,0.0,
93604,10,10,1.0,0.0,
93622,10,10,1.0,0.0,
93690,10,10,1.0,0.0,
93716,10,10,1.0,0.0,
93911,10,10,1.0,0.0,
94034,10,10,1.0,0.0,
94055,10,10,1.0,0.0,
94399,10,10,1.0,0.0,
94515,10,10,1.0,0.0,
94585,10,10,1.0,0.0,
94674,10,10,1.0,0.0,
94676,10,10,1.0,0.0,0.0
94692,10,10,1.0,0.0,
94767,10,10,1.0,0.0,0.0
94772,10,10,1.0,0.0,0.0
94833,10,10,1.0,0.0,
94909,10,10,1.0,0.0,
94965,10,10,1.0,0.0,0.0
95177,10,10,1.0,0.0,0.0
95215,10,10,1.0,0.0,
95260,10,10,1.0,0.0,
95316,10,9,0.9,0.0,
95368,10,10,1.0,0.0,
95379,10,10,1.0,0.0,
95483,10,10,1.0,0.0,
95635,10,10,1.0,0.0,
95793,10,10,1.0,0.0,
95892,10,10,1.0,0.0,
95949,10,10,1.0,0.0,
95970,10,10,1.0,0.0,
96039,10,10,1.0,0.0,
96052,10,10,1.0,0.0,
96119,10,10,1.0,0.0,
96122,10,10,1.0,0.0,
96251,10,10,1.0,0.0,
96513,10,10,1.0,0.0,
96542,10,10,1.0,0.0,
96575,10,10,1.0,0.0,
96614,10,10,1.0,0.0,
96728,10,10,1.0,0.0,0.0
96747,10,10,1.0,0.0,
96760,10,10,1.0,0.0,0.0
96878,10,10,1.0,0.0,
96928,10,10,1.0,0.0,0.0
96959,10,10,1.0,0.0,0.0
97021,10,10,1.0,0.0,
97079,10,10,1.0,0.0,0.0
97314,10,10,1.0,0.0,
97349,10,10,1.0,0.0,
97415,10,10,1.0,0.0,0.0
97626,10,10,1.0,0.0,
97741,10,10,1.0,0.0,
97824,10,10,1.0,0.0,
97825,10,10,1.0,0.0,
97894,10,10,1.0,0.0,
97969,10,10,1.0,0.0,
98014,10,10,1.0,0.0,
98019,10,10,1.0,0.0,
98061,10,10,1.0,0.0,
98090,10,10,1.0,0.0,
98134,10,10,1.0,0.0,
98200,10,10,1.0,0.0,
98346,10,10,1.0,0.0,
98501,10,10,1.0,0.0,
98579,10,10,1.0,0.0625,
98754,10,10,1.0,0.0,
99018,10,10,1.0,0.0,
99225,10,10,1.0,0.0,
99297,10,10,1.0,0.0,
99299,10,10,1.0,0.0,
99473,10,10,1.0,0.0,
99644,10,8,0.8,0.0,
99693,10,10,1.0,0.0,0.0
99709,10,10,1.0,0.0,0.0
99721,10,10,1.0,0.0,0.0
99754,10,10,1.0,0.0,
99768,10,10,1.0,0.0,
99845,10,10,1.0,0.0,
99876,10,10,1.0,0.0,
100128,10,10,1.0,0.0,0.0
100143,10,10,1.0,0.0,
100172,10,10,1.0,0.0,
100240,10,10,1.0,0.0,0.0
100262,10,10,1.0,0.0,0.0
100334,10,10,1.0,0.0,
100381,10,10,1.0,0.0,
100538,10,10,1.0,0.0,0.0
100606,10,10,1.0,0.0,
100778,10,10,1.0,0.0,
101252,10,10,1.0,0.0,0.0
101271,10,10,1.0,0.0,0.0
101312,10,10,1.0,0.0,0.0
101578,10,10,1.0,0.0,
101747,10,10,1.0,0.0,
101762,10,10,1.0,0.0,
101884,10,10,1.0,0.0,0.0
101906,10,10,1.0,0.0,
101934,10,10,1.0,0.0,
101957,10,10,1.0,0.0,
102113,10,10,1.0,0.0,
102150,10,10,1.0,0.0,
102171,10,10,1.0,0.0,
102189,10,10,1.0,0.0,
102216,10,10,1.0,0.0,0.0
102369,10,10,1.0,0.0,
102428,10,10,1.0,0.0,0.0
102514,10,10,1.0,0.0,
102533,10,10,1.0,0.0,
102817,10,10,1.0,0.0,0.0
102857,10,10,1.0,0.0,
102873,10,10,1.0,0.0,
102890,10,10,1.0,0.0,0.0
103086,10,10,1.0,0.0,
103095,10,10,1.0,0.0,
103164,10,10,1.0,0.0,
103200,10,10,1.0,0.0,
103202,10,10,1.0,0.0,
103343,10,10,1.0,0.0,
103400,10,10,1.0,0.0,
103527,10,10,1.0,0.0,0.0
103580,10,10,1.0,0.0,
103625,10,10,1.0,0.0,
103794,10,10,1.0,0.0,0.0
103803,10,10,1.0,0.0,0.0
104097,10,10,1.0,0.0,
104227,10,10,1.0,0.0,
104310,10,10,1.0,0.0,0.0
104318,10,10,1.0,0.0,
104401,10,10,1.0,0.0,
104430,10,10,1.0,0.0,
104502,10,10,1.0,0.0,0.0
104532,10,9,0.9,0.0,
104549,10,10,1.0,0.0,
104692,10,10,1.0,0.0,0.0
104775,10,10,1.0,0.0,
104869,10,10,1.0,0.0,
104904,10,10,1.0,0.0,0.0
104911,10,10,1.0,0.0,0.0
105015,10,10,1.0,0.0,
105076,10,10,1.0,0.0,
105078,10,10,1.0,0.0,
105150,10,10,1.0,0.0,
105160,10,10,1.0,0.0,
105250,10,10,1.0,0.0,
105402,10,10,1.0,0.0,0.0
105485,10,10,1.0,0.0,0.0
105524,10,10,1.0,0.0,0.0
105687,10,10,1.0,0.0,
105702,10,10,1.0,0.0,0.0
106034,10,10,1.0,0.0,
106145,10,10,1.0,0.0,
106202,10,10,1.0,0.0,0.0
106244,10,10,1.0,0.0,
106268,10,10,1.0,0.0,
106461,10,10,1.0,0.0,
106478,10,10,1.0,0.0,
106482,10,10,1.0,0.0,
106490,10,10,1.0,0.0,
106544,10,10,1.0,0.0,
106748,10,10,1.0,0.0,
106845,10,10,1.0,0.0,
106850,10,10,1.0,0.0,
106851,10,10,1.0,0.0,
106901,10,10,1.0,0.0,
106946,10,10,1.0,0.0,
107112,10,10,1.0,0.0,
107149,10,10,1.0,0.0,
107196,10,10,1.0,0.0,
107214,10,10,1.0,0.0,0.0
107425,10,10,1.0,0.0,
107504,10,10,1.0,0.0,
107632,10,10,1.0,0.0,
107647,10,10,1.0,0.0,
107672,10,10,1.0,0.0,
107764,10,10,1.0,0.0,
107862,10,10,1.0,0.0,
108098,10,10,1.0,0.0,0.0
108154,10,10,1.0,0.0,
108254,10,10,1.0,0.0,0.0
108359,10,10,1.0,0.0,0.0
108382,10,10,1.0,0.0,0.0
108412,10,10,1.0,0.0,
108499,10,10,1.0,0.0,
108529,10,10,1.0,0.0,
108544,10,10,1.0,0.0,0.0
108614,10,10,1.0,0.0,0.0
108735,10,10,1.0,0.0,
108746,10,10,1.0,0.0,
108785,10,9,0.9,0.0,
108844,10,10,1.0,0.0,
108961,10,10,1.0,0.0,
108999,10,10,1.0,0.0,
109044,10,10,1.0,0.0,
109111,10,10,1.0,0.0,
109163,10,10,1.0,0.0,0.0
109192,10,10,1.0,0.0,
109209,10,10,1.0,0.0,
109250,10,10,1.0,0.0,
109373,10,10,1.0,0.0,
109682,10,10,1.0,0.0,
109688,10,10,1.0,0.0,
109694,10,10,1.0,0.0,
109805,10,10,1.0,0.0,0.0
109854,10,10,1.0,0.0,0.0
109912,10,10,1.0,0.0,0.0
110015,10,10,1.0,0.0,
110033,10,10,1.0,0.0,
110107,10,10,1.0,0.0,
110158,10,10,1.0,0.0,
110189,10,10,1.0,0.0,0.0
110225,10,10,1.0,0.0,
110235,10,10,1.0,0.0,
110284,10,10,1.0,0.0,
110306,10,10,1.0,0.0,
110479,10,10,1.0,0.0,0.0
110577,10,10,1.0,0.0,0.0
110589,10,10,1.0,0.0,0.0
110660,10,10,1.0,0.0,0.0
110665,10,10,1.0,0.0,
110747,10,10,1.0,0.0,
110911,10,10,1.0,0.0,
110921,10,10,1.0,0.0,
110928,10,10,1.0,0.0,
110996,10,10,1.0,0.0,
111063,10,10,1.0,0.0,
111132,10,10,1.0,0.0,
111241,10,10,1.0,0.0,
111305,10,10,1.0,0.0,
111406,10,10,1.0,0.0,
111410,10,10,1.0,0.0,
111455,10,10,1.0,0.0,
111478,10,10,1.0,0.0,
111700,10,10,1.0,0.0,
111759,10,10,1.0,0.0,
111885,10,9,0.9,0.0,0.0
111919,10,10,1.0,0.0,
111977,10,10,1.0,0.0,
112118,10,10,1.0,0.0,
112133,10,10,1.0,0.0,
112173,10,10,1.0,0.0,
112351,10,10,1.0,0.06666666666666667,0.0
112425,10,10,1.0,0.0,0.0
112552,10,10,1.0,0.0,
112573,10,10,1.0,0.0,
112606,10,10,1.0,0.0,
112775,10,10,1.0,0.0,
112794,10,10,1.0,0.0,0.0
112903,10,10,1.0,0.0,
112964,10,10,1.0,0.0,0.0
113048,10,10,1.0,0.0,
113073,10,10,1.0,0.0,0.0
113093,10,10,1.0,0.0,
113183,10,10,1.0,0.0,0.0
113269,10,10,1.0,0.0,0.0
113376,10,10,1.0,0.0,
113452,10,10,1.0,0.0,0.0
113502,10,10,1.0,0.0,
113520,10,10,1.0,0.0,0.0
113524,10,10,1.0,0.0,
113572,10,10,1.0,0.0,
113573,10,10,1.0,0.0,0.0
113638,10,10,1.0,0.0,
113764,10,10,1.0,0.0,
113927,10,10,1.0,0.0,
114079,10,10,1.0,0.0,
114124,10,10,1.0,0.0,
114131,10,10,1.0,0.0,
114387,10,10,1.0,0.02857142857142857,0.0
114462,10,10,1.0,0.0,0.0
114540,10,10,1.0,0.0,
114562,10,10,1.0,0.0,
114578,10,10,1.0,0.0,
114675,10,10,1.0,0.0,
114677,10,10,1.0,0.0,
114711,10,10,1.0,0.0,
114728,10,10,1.0,0.0,
114828,10,10,1.0,0.0,
114846,10,10,1.0,0.0,
115004,10,10,1.0,0.0,
115035,10,10,1.0,0.0,
115078,10,10,1.0,0.0,0.0
115297,10,10,1.0,0.0,
115312,10,10,1.0,0.0,
115326,10,10,1.0,0.0,0.0
115334,10,10,1.0,0.0,
115411,10,10,1.0,0.0,
115585,10,10,1.0,0.0,0.0
115603,10,10,1.0,0.0,
115693,10,10,1.0,0.0,0.0
115750,10,10,1.0,0.0,
115859,10,10,1.0,0.0,
115966,10,10,1.0,0.0,
115996,10,10,1.0,0.0,0.0
116045,10,10,1.0,0.0,0.0
116173,10,10,1.0,0.0,
116269,10,10,1.0,0.0,
116331,10,10,1.0,0.0,
116424,10,10,1.0,0.0,
116454,10,10,1.0,0.0,
116589,10,10,1.0,0.0,
116754,10,10,1.0,0.0,0.0
117086,10,10,1.0,0.0,
117291,10,10,1.0,0.0,
117389,10,10,1.0,0.0,
117639,10,10,1.0,0.0,
117810,10,10,1.0,0.0,
117836,10,10,1.0,0.0,
117899,10,10,1.0,0.0,
118066,10,10,1.0,0.0,
118113,10,10,1.0,0.0,
118183,10,10,1.0,0.0,
118184,10,10,1.0,0.0,0.0
118191,10,10,1.0,0.0,
118241,10,10,1.0,0.0,
118336,10,10,1.0,0.0,
118362,10,10,1.0,0.0,
118406,10,10,1.0,0.1111111111111111,0.0
118418,10,10,1.0,0.0,
118470,10,10,1.0,0.0,
118574,10,10,1.0,0.0,
118608,10,10,1.0,0.0,
118672,10,10,1.0,0.0,0.0
118804,10,10,1.0,0.0,
118868,10,10,1.0,0.0,
119023,10,10,1.0,0.0,0.0
119149,10,10,1.0,0.0,
119159,10,10,1.0,0.0,
119219,10,10,1.0,0.0,
119460,10,10,1.0,0.0,0.0
119549,10,10,1.0,0.0,0.0
119807,10,10,1.0,0.0,
119857,10,10,1.0,0.0,
119944,10,10,1.0,0.0,0.0
119953,10,10,1.0,0.0,
120054,10,10,1.0,0.0,
120083,10,10,1.0,0.0,
120171,10,10,1.0,0.0,
120255,10,10,1.0,0.0,0.0
120386,10,10,1.0,0.0,
120468,10,10,1.0,0.0,
120701,10,10,1.0,0.0,
120821,10,10,1.0,0.0,
120836,10,10,1.0,0.0,0.0
120905,10,10,1.0,0.0,0.0
121020,10,10,1.0,0.0,
121054,10,10,1.0,0.0,
121133,10,9,0.9,0.0,0.0
121147,10,10,1.0,0.0,
121223,10,10,1.0,0.0,
121468,10,10,1.0,0.14285714285714285,0.0
121713,10,10,1.0,0.0,
121797,10,10,1.0,0.0,
121891,10,10,1.0,0.0,0.0
121940,10,10,1.0,0.0,
122009,10,10,1.0,0.0,
122071,10,10,1.0,0.0,0.0
122094,10,10,1.0,0.0,0.0
122174,10,10,1.0,0.0,0.0
122216,10,10,1.0,0.0,
122295,10,10,1.0,0.0,0.0
122455,10,10,1.0,0.0,
122459,10,10,1.0,0.25,
122509,10,10,1.0,0.0,
122541,10,10,1.0,0.0,
122662,10,10,1.0,0.0,0.0
122722,10,10,1.0,0.0,
122768,10,10,1.0,0.0,
122797,10,10,1.0,0.0,0.0
122835,10,10,1.0,0.0,
122915,10,10,1.0,0.0,0.0
122921,10,10,1.0,0.0,
122998,10,10,1.0,0.0,0.0
123004,10,10,1.0,0.0,0.0
123035,10,9,0.9,0.0,
123168,10,10,1.0,0.0,
123179,10,10,1.0,0.0,
123184,10,10,1.0,0.0,
123257,10,10,1.0,0.0,
123413,10,10,1.0,0.0,
123482,10,10,1.0,0.0,
123494,10,10,1.0,0.0,0.0
123529,10,10,1.0,0.0,
123634,10,10,1.0,0.0,
123647,10,10,1.0,0.0,0.0
123674,10,10,1.0,0.0,0.0
123802,10,10,1.0,0.0,0.0
123914,10,10,1.0,0.0,
123929,10,10,1.0,0.0,
124020,10,10,1.0,0.0,
124032,10,10,1.0,0.0,0.0
124199,10,10,1.0,0.0,
124201,10,10,1.0,0.0,
124255,10,10,1.0,0.0,0.0
124287,10,10,1.0,0.0,
124367,10,10,1.0,0.0,
124394,10,10,1.0,0.0,
124677,10,10,1.0,0.0,
124781,10,10,1.0,0.0,
124872,10,10,1.0,0.0,
124968,10,10,1.0,0.0,0.0
125001,10,10,1.0,0.0,
125028,10,10,1.0,0.0,
125049,10,10,1.0,0.0,
125064,10,10,1.0,0.0,
125159,10,10,1.0,0.0,
125274,10,10,1.0,0.0,
125307,10,10,1.0,0.0,
125360,10,10,1.0,0.0,
125403,10,10,1.0,0.0,0.0
125424,10,10,1.0,0.0,0.0
125459,10,10,1.0,0.0,
125526,10,10,1.0,0.0,0.0
125677,10,10,1.0,0.0,
125724,10,10,1.0,0.0,
125859,10,10,1.0,0.0,
125892,10,10,1.0,0.0,
125895,10,10,1.0,0.0,0.0
126075,10,10,1.0,0.0,0.0
126167,10,10,1.0,0.0,
126308,10,10,1.0,0.0,
126339,10,10,1.0,0.0,
126357,10,10,1.0,0.0,
126549,10,10,1.0,0.0,
126587,10,10,1.0,0.0,
126758,10,10,1.0,0.0,
126976,10,10,1.0,0.0,
126986,10,10,1.0,0.0,
127006,10,10,1.0,0.0,
127076,10,10,1.0,0.0,
127113,10,10,1.0,0.0,
127320,10,10,1.0,0.0,
127480,10,10,1.0,0.0,0.0
127508,10,10,1.0,0.0,
127514,10,10,1.0,0.0,
127557,10,10,1.0,0.0,
127831,10,10,1.0,0.0,
127848,10,10,1.0,0.0,
127942,10,10,1.0,0.0,0.0
127959,10,10,1.0,0.0,0.0
127991,10,10,1.0,0.0,
128231,10,9,0.9,0.0,
128416,10,10,1.0,0.0,0.0
128467,10,10,1.0,0.0,
128597,10,10,1.0,0.0,
128636,10,10,1.0,0.0,
128750,10,10,1.0,0.0,
128867,10,10,1.0,0.0,
128954,10,10,1.0,0.0,
129037,10,10,1.0,0.0,
129136,10,10,1.0,0.0,
129240,10,10,1.0,0.0,
129253,10,10,1.0,0.0,
129297,10,10,1.0,0.0,
129388,10,10,1.0,0.0,
129446,10,10,1.0,0.0,
129465,10,10,1.0,0.0,0.0
129589,10,10,1.0,0.0,
129827,10,10,1.0,0.0,
129933,10,10,1.0,0.0,
129941,10,10,1.0,0.0,
130023,10,10,1.0,0.0,0.0
130166,10,10,1.0,0.0,
130215,10,10,1.0,0.0,
130237,10,10,1.0,0.0,0.0
130253,10,10,1.0,0.0,
130307,10,10,1.0,0.0,0.0
130444,10,10,1.0,0.0,0.0
130709,10,10,1.0,0.0,0.0
130819,10,10,1.0,0.0,
130838,10,10,1.0,0.0,0.0
130841,10,10,1.0,0.0,
130855,10,10,1.0,0.0,
131108,10,10,1.0,0.0,
131163,10,10,1.0,0.0,
131274,10,10,1.0,0.0,
131348,10,10,1.0,0.0,
131445,10,10,1.0,0.0,
131447,10,10,1.0,0.0,
131558,10,10,1.0,0.0,0.0
131695,10,10,1.0,0.0,
131774,10,10,1.0,0.0,0.0
131832,10,10,1.0,0.0,
132102,10,10,1.0,0.0,0.0
132135,10,10,1.0,0.0,0.0
132154,10,10,1.0,0.0,
132208,10,10,1.0,0.0,
132215,10,10,1.0,0.0,
132277,10,10,1.0,0.0,
132351,10,10,1.0,0.0,
132406,10,10,1.0,0.0,
132510,10,10,1.0,0.0,
132514,10,10,1.0,0.0,
132522,10,10,1.0,0.0,0.0
132557,10,10,1.0,0.0,
132608,10,10,1.0,0.0,0.0
132612,10,10,1.0,0.0,
132681,10,10,1.0,0.0,
132770,10,10,1.0,0.0,0.0
132801,10,10,1.0,0.0,
132992,10,10,1.0,0.0,
133212,10,10,1.0,0.0,
133215,10,10,1.0,0.0,0.0
133272,10,10,1.0,0.0,
133320,10,10,1.0,0.0,0.0
133677,10,10,1.0,0.0,
133789,10,10,1.0,0.0,0.0
133909,10,10,1.0,0.0,
134070,10,10,1.0,0.0,
134161,10,10,1.0,0.0,
134250,10,10,1.0,0.0,
134464,10,10,1.0,0.0,
134605,10,10,1.0,0.0,
134818,10,10,1.0,0.0,
134821,10,10,1.0,0.0,
134853,10,10,1.0,0.0,
134965,10,10,1.0,0.0,
135028,10,10,1.0,0.0,0.0
135077,10,10,1.0,0.0,
135112,10,10,1.0,0.041666666666666664,
135124,10,10,1.0,0.0,
135348,10,10,1.0,0.0,
135400,10,10,1.0,0.0,
135406,10,10,1.0,0.0,0.0
135486,10,10,1.0,0.0,0.0
135522,10,10,1.0,0.0,0.0
135659,10,10,1.0,0.0,
135806,10,10,1.0,0.0,
136139,10,10,1.0,0.0,0.0
136252,10,10,1.0,0.0,
136260,10,10,1.0,0.0,
